stage,seed,fold,validation_ma_st_rae,validation_point_ma_st_rae,validation_rmse,generations,hidden_channels,ca_lr,ridge,ca_l2,gradient_clip,batch_molecules,update_scale,init_scale,initial_noise,support_fraction,bond_temperature,dyn_a,dyn_b,dyn_c,dyn_d,atom_feature_profile,trajectory_pooling,ridge_mode
stage1,1701,0,1.021397838532831,1.0050027708948148,0.8817163109779358,16,4,0.003,1.0,1e-05,2.0,128,0.25,0.5,0.0,0.6,0.5,0.5,0.5,0.2,0.05,valence_electronic,multiscale,shared
stage1,1701,0,0.9831450817040093,0.9676894575334096,0.8553881645202637,500,4,0.001,1.0,1e-06,1.0,64,0.4,0.5,0.005,0.6,1.0,0.5,0.2,0.2,0.05,periodic,multiscale,per_endpoint
stage1,1701,0,0.9721630644074973,0.9573544140401898,0.8621925711631775,250,8,0.003,1.0,1e-06,1.0,128,0.08,1.0,0.0,0.85,0.5,0.5,0.2,0.8,0.15,baseline,multiscale,shared
stage1,1701,0,0.9217277781614825,0.9054808919540933,0.8107684254646301,250,16,0.0003,1.0,0.0001,1.0,64,0.08,0.5,0.0,0.85,1.0,0.8,0.2,0.2,0.05,periodic_valence,multiscale,shared
stage1,1701,0,1.0054697108179724,0.990214712375126,0.8687400221824646,32,16,0.003,1.0,1e-05,1.0,64,0.25,1.0,0.01,0.85,1.0,0.5,0.8,0.8,0.3,comprehensive,multiscale,shared
stage1,1701,0,1.5664981336238541,1.5449191633619825,1.6028833389282227,32,16,0.0003,0.01,1e-06,1.0,64,0.15,1.0,0.01,0.85,2.0,0.2,0.8,0.8,0.3,valence,multiscale,per_endpoint
stage1,1701,0,0.938138430032463,0.9198335291277467,0.8300415277481079,125,4,0.003,0.1,0.0001,0.5,64,0.25,0.5,0.0,0.75,0.5,0.8,0.8,0.8,0.15,periodic_valence,multiscale,per_endpoint
stage1,1701,0,0.9902293396120597,0.9744839705478573,0.8541164398193359,32,4,0.001,0.01,0.0001,0.5,64,0.25,0.5,0.005,0.75,2.0,0.8,0.2,0.5,0.15,periodic,multiscale,per_endpoint
stage1,1701,0,0.9954533949272678,0.9808936914937538,0.8672338128089905,125,4,0.003,0.01,0.0001,2.0,128,0.4,1.5,0.0,0.6,1.0,0.8,0.2,0.8,0.05,comprehensive,multiscale,per_endpoint
stage2,1701,0,0.8585064629807623,0.854971120156574,0.8008657097816467,64,4,0.0003,1.0,1e-06,1.0,128,0.15,0.5,0.01,0.75,1.0,0.8,0.2,0.5,0.3,baseline,multiscale,per_endpoint
stage2,1701,1,0.8799763018208713,0.8772136514229786,0.8754797577857971,64,4,0.0003,1.0,1e-06,1.0,128,0.15,0.5,0.01,0.75,1.0,0.8,0.2,0.5,0.3,baseline,multiscale,per_endpoint
stage2,1701,2,0.8610947560875318,0.8561601723246002,0.8715023994445801,64,4,0.0003,1.0,1e-06,1.0,128,0.15,0.5,0.01,0.75,1.0,0.8,0.2,0.5,0.3,baseline,multiscale,per_endpoint
stage2,1701,0,0.8520110174147901,0.8481675306032657,0.8110082149505615,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
stage2,1701,1,0.8793849641381216,0.8759473296088494,0.8669036030769348,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
stage2,1701,2,0.8479283413554414,0.8433222811750027,0.8809115886688232,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
stage2,1701,0,0.8521426534630527,0.8487602094677649,0.8048275113105774,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
stage2,1701,1,0.8645779817890891,0.861438908216152,0.867645263671875,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
stage2,1701,2,0.8349107291771851,0.8302278474594394,0.8481562733650208,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
stage2,1701,0,0.8737437854281238,0.8696294851498533,0.8093363642692566,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
stage2,1701,1,0.8916001846668078,0.8885085825716021,0.8769907355308533,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
stage2,1701,2,0.8518891108332693,0.8467998096540256,0.8572078943252563,64,16,0.003,1.0,1e-06,1.0,64,0.08,1.0,0.005,0.6,0.5,0.5,0.8,0.8,0.05,local_environment,multiscale,shared
stage2,1701,0,0.8925686293110888,0.8889661533127063,0.8430048227310181,250,4,0.001,0.1,0.0001,0.5,128,0.08,1.0,0.005,0.85,2.0,0.8,0.2,0.8,0.3,valence,multiscale,per_endpoint
stage2,1701,1,0.894189133458681,0.8899660624599562,0.885938823223114,250,4,0.001,0.1,0.0001,0.5,128,0.08,1.0,0.005,0.85,2.0,0.8,0.2,0.8,0.3,valence,multiscale,per_endpoint
stage2,1701,2,0.8835819272085595,0.8782735287676711,0.8794304132461548,250,4,0.001,0.1,0.0001,0.5,128,0.08,1.0,0.005,0.85,2.0,0.8,0.2,0.8,0.3,valence,multiscale,per_endpoint
stage2,1701,0,0.8855653677266877,0.8809202972118622,0.8217641711235046,500,8,0.001,1.0,1e-05,0.5,128,0.08,0.5,0.0,0.85,0.5,0.2,0.2,0.2,0.15,local_environment,multiscale,shared
stage2,1701,1,0.9251688443405499,0.9217734783292034,0.8989070057868958,500,8,0.001,1.0,1e-05,0.5,128,0.08,0.5,0.0,0.85,0.5,0.2,0.2,0.2,0.15,local_environment,multiscale,shared
stage2,1701,2,0.893232276142668,0.8879194920323618,0.8744109272956848,500,8,0.001,1.0,1e-05,0.5,128,0.08,0.5,0.0,0.85,0.5,0.2,0.2,0.2,0.15,local_environment,multiscale,shared
stage2,1701,0,0.868138489927577,0.8641581029022707,0.7999154329299927,250,16,0.0003,1.0,0.0001,1.0,64,0.08,0.5,0.0,0.85,1.0,0.8,0.2,0.2,0.05,periodic_valence,multiscale,shared
stage2,1701,1,0.9125151158624105,0.9086582462384754,0.8847187757492065,250,16,0.0003,1.0,0.0001,1.0,64,0.08,0.5,0.0,0.85,1.0,0.8,0.2,0.2,0.05,periodic_valence,multiscale,shared
stage2,1701,2,0.8837459136552982,0.8794046119772818,0.8771420121192932,250,16,0.0003,1.0,0.0001,1.0,64,0.08,0.5,0.0,0.85,1.0,0.8,0.2,0.2,0.05,periodic_valence,multiscale,shared
stage2,1701,0,0.8640883670413589,0.8589739864753185,0.8193085193634033,125,8,0.001,1.0,1e-05,1.0,64,0.4,1.0,0.005,0.6,1.0,0.2,0.5,0.5,0.05,local_environment,multiscale,shared
stage2,1701,1,0.8923086090845286,0.8892336222896235,0.8831769824028015,125,8,0.001,1.0,1e-05,1.0,64,0.4,1.0,0.005,0.6,1.0,0.2,0.5,0.5,0.05,local_environment,multiscale,shared
stage2,1701,2,0.9058790143922804,0.9007708920177664,0.8886810541152954,125,8,0.001,1.0,1e-05,1.0,64,0.4,1.0,0.005,0.6,1.0,0.2,0.5,0.5,0.05,local_environment,multiscale,shared
confirmation,1701,0,0.8437118106692203,0.8416514776534477,0.7901263236999512,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,1701,1,0.8766417309998518,0.8746407333498305,0.8723775744438171,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,1701,2,0.8349732918747854,0.8332777918803317,0.8355675935745239,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,1701,3,0.9104274118604274,0.9066036203679487,0.8881333470344543,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,1701,4,0.89520267016007,0.8927040525162379,0.8959607481956482,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,2909,0,0.8590322944417904,0.8556293899032552,0.7923341393470764,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,2909,1,0.9012618648450809,0.8986492743862853,0.8986783027648926,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,2909,2,0.8527777962607509,0.8488261823587069,0.8501689434051514,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,2909,3,0.8826283919302313,0.8787598486431905,0.8840154409408569,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,2909,4,0.9035914312215948,0.9003633063746415,0.901067852973938,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,4211,0,0.8406573582209087,0.8377251259415772,0.7861205339431763,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,4211,1,0.8815665040856534,0.879775513303066,0.8861650824546814,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,4211,2,0.8713177926667739,0.8672109407504404,0.8633460402488708,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,4211,3,0.8857232816592207,0.8814092385984067,0.8875876665115356,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,4211,4,0.9145469396110391,0.9099929636705114,0.8934390544891357,32,16,0.0003,1.0,1e-05,0.5,64,0.4,1.0,0.005,0.85,0.5,0.5,0.8,0.5,0.15,local_environment,multiscale,shared
confirmation,1701,0,0.8452196173501549,0.8436084374486629,0.8007664680480957,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,1701,1,0.8897664660945197,0.8874738996496336,0.8800855875015259,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,1701,2,0.8377864017802928,0.8360022241818746,0.8524612784385681,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,1701,3,0.9155674997558032,0.911698717620098,0.9048411250114441,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,1701,4,0.916941454669283,0.9147582913405757,0.9113197922706604,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,2909,0,0.8675260356861195,0.8645052832587997,0.7962623238563538,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,2909,1,0.8915146861712872,0.8889018070535915,0.8835418820381165,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,2909,2,0.8465954332019423,0.8424920779157878,0.8366810083389282,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,2909,3,0.9085047524901836,0.9044992962466788,0.8842703104019165,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,2909,4,0.9032020100360939,0.8997781053828814,0.8990848660469055,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,4211,0,0.863083129627871,0.859689213785755,0.7990152835845947,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,4211,1,0.8935647895332267,0.8906380783702162,0.8809506297111511,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,4211,2,0.8507551358935523,0.8468899422071776,0.8558840751647949,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,4211,3,0.9170545578189583,0.9123528205740532,0.8848056793212891,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
confirmation,4211,4,0.9107287272058291,0.9055184004021044,0.9086823463439941,500,8,0.001,0.01,1e-06,0.5,128,0.4,1.5,0.01,0.75,0.5,0.5,0.2,0.8,0.3,electronic_local,multiscale,shared
