molecule_id,cyp_target,intervention,target,bond_index,ring_bond,mean_lyapunov,std_lyapunov,positive_block_fraction,repeats
OCNT-0494110,CYP2C9,bond_type_change,12-6:AROMATIC->double,19,True,0.010706090833991766,0.00046820612624287605,0.98,2
OCNT-0494110,CYP2C9,bond_type_change,12-6:AROMATIC->triple,19,True,0.011202976573258638,0.0001722867600619793,0.9724999999999999,2
OCNT-0494110,CYP2C9,bond_deletion,19-13:AROMATIC,20,True,0.011222350876778364,9.327195584774017e-07,0.975,2
OCNT-0494110,CYP2C9,ring_opening,19-13:AROMATIC,20,True,0.010059272404760122,0.0002984791062772274,0.975,2
OCNT-0494110,CYP2C9,bond_type_change,19-13:AROMATIC->single,20,True,0.012155814561992884,0.0002551223151385784,0.98,2
OCNT-0494110,CYP2C9,bond_type_change,19-13:AROMATIC->double,20,True,0.01011306932196021,0.00010845111683011055,0.975,2
OCNT-0494110,CYP2C9,bond_type_change,19-13:AROMATIC->triple,20,True,0.01162015926092863,0.00013343896716833115,0.98,2
OCNT-0494110,CYP2C9,atom_feature_ablation,element_identity,-1,False,0.009889260865747929,0.0009944206103682518,0.98,2
OCNT-0494110,CYP2C9,atom_feature_ablation,charge_aromaticity,-1,False,0.010089936200529337,0.0007508131675422192,0.9575,2
OCNT-0494110,CYP2C9,atom_feature_ablation,hybridisation,-1,False,0.011738828383386135,0.0005474723875522614,0.9724999999999999,2
OCNT-0494110,CYP2C9,atom_feature_ablation,local_valence,-1,False,0.010150695219635963,0.0008323034271597862,0.96,2
OCNT-0494110,CYP2C9,atom_feature_ablation,donor_acceptor,-1,False,0.01088612200692296,0.00031281309202313423,0.985,2
OCNT-0494110,CYP2C9,atom_feature_ablation,chirality,-1,False,0.011434725020080805,4.1624996811151505e-05,0.98,2
OCNT-0494110,CYP2C9,atom_feature_ablation,neighbour_chemistry,-1,False,0.010361777152866125,0.0003042002208530903,0.9775,2
