stage,seed,fold,validation_ma_st_rae,validation_point_ma_st_rae,validation_rmse,generations,hidden_channels,ca_lr,ridge,ca_l2,gradient_clip,batch_molecules,update_scale,init_scale,initial_noise,support_fraction,bond_temperature,dyn_a,dyn_b,dyn_c,dyn_d,atom_feature_profile,trajectory_pooling,ridge_mode
stage2,1701,2,0.8631107192246107,0.8577081756563516,0.8748636841773987,125,8,0.001,1.0,1e-05,1.0,64,0.4,1.0,0.005,0.6,1.0,0.2,0.5,0.5,0.05,local_environment,multiscale,shared
stage2,1701,0,0.8529673395372549,0.8496580610391274,0.8052168488502502,125,8,0.003,1.0,0.0001,2.0,64,0.4,0.5,0.01,0.6,1.0,0.5,0.5,0.2,0.15,periodic_valence,multiscale,shared
stage2,1701,1,0.905014565286267,0.9013606261529233,0.8782867789268494,125,8,0.003,1.0,0.0001,2.0,64,0.4,0.5,0.01,0.6,1.0,0.5,0.5,0.2,0.15,periodic_valence,multiscale,shared
stage2,1701,2,0.8734805819734931,0.8682894955622968,0.8795669078826904,125,8,0.003,1.0,0.0001,2.0,64,0.4,0.5,0.01,0.6,1.0,0.5,0.5,0.2,0.15,periodic_valence,multiscale,shared
stage2,1701,0,0.8721129676531334,0.8685628994466701,0.8082742691040039,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
stage2,1701,1,0.9222623841629575,0.9179513440387955,0.9075247645378113,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
stage2,1701,2,0.8983936286248224,0.8933206551542303,0.8852490186691284,16,4,0.0003,0.1,1e-06,1.0,64,0.25,1.0,0.005,0.85,1.0,0.5,0.2,0.8,0.15,local_environment,multiscale,per_endpoint
stage2,1701,0,0.8832991773426248,0.8787455829755959,0.8346840739250183,500,8,0.001,1.0,1e-05,0.5,128,0.08,0.5,0.0,0.85,0.5,0.2,0.2,0.2,0.15,local_environment,multiscale,shared
stage2,1701,1,0.9298820418692958,0.9266348202275241,0.8907507061958313,500,8,0.001,1.0,1e-05,0.5,128,0.08,0.5,0.0,0.85,0.5,0.2,0.2,0.2,0.15,local_environment,multiscale,shared
stage2,1701,2,0.9383971342754946,0.9329557935543045,0.9012182354927063,500,8,0.001,1.0,1e-05,0.5,128,0.08,0.5,0.0,0.85,0.5,0.2,0.2,0.2,0.15,local_environment,multiscale,shared
