molecule_id,cyp_target,radius,repeat,maximum_absolute_state,early_sliced_distance,late_sliced_distance,sliced_distance_ratio,baseline_sliced_distance,late_to_baseline_ratio,early_cloud_distance,late_cloud_distance,cloud_distance_ratio,late_coherence_mean,late_coherence_std,late_coherence_spectral_entropy
OCNT-2328784,CYP1A2,1.0,8,0.9999985856175762,0.24203010215299114,0.13121146533061365,0.5421287028490066,0.229806872461877,0.5709640618009825,0.8442000354864229,0.8495531211329023,1.0063410156615251,0.15590985051667022,0.06990853997277717,0.5610346035920922
OCNT-2328784,CYP1A2,2.0,1,0.9999997574867272,0.21058602347261549,0.1274426777963977,0.6051810832211773,0.229806872461877,0.5545642583754293,0.828987131287787,0.8381383970047742,1.0110390926126576,0.15524672871224426,0.08506372775526111,0.5760354119993503
OCNT-2328784,CYP1A2,2.0,2,0.9999968019191523,0.23744193744726996,0.14049357426844336,0.5916965460225135,0.229806872461877,0.6113549728228865,0.8571117912259725,0.8441709781885252,0.9849018375783427,0.12791838536435718,0.058655976254495895,0.602927074917561
OCNT-2328784,CYP1A2,2.0,3,0.9999994491002139,0.2480305949504212,0.15311609633334564,0.6173274565742665,0.229806872461877,0.6662816246226331,0.8400700049999924,0.8322470406930226,0.9906877233320931,0.14027728569195172,0.07182605797849691,0.5368335870635857
OCNT-2328784,CYP1A2,2.0,4,0.9999925175474323,0.2632705184967417,0.1660994137048706,0.6309077623020152,0.229806872461877,0.7227782699685149,0.8585135875802842,0.8089962078387237,0.9423219615182505,0.13674837200585774,0.06656677205845887,0.5888619615584387
OCNT-2328784,CYP1A2,2.0,5,0.9999930833643238,0.24721483893032178,0.15214121321345406,0.6154210397391862,0.229806872461877,0.6620394402638806,0.8347278306846126,0.844498292696922,1.0117049673595955,0.1330980591544295,0.06743324462694535,0.5216148976237198
OCNT-2328784,CYP1A2,2.0,6,0.9999990553652461,0.2418141260065772,0.15155810634044678,0.6267545607998289,0.229806872461877,0.6595020623919285,0.8565501659278764,0.8468956441420644,0.9887285973783526,0.1318178426650704,0.07135879037663471,0.5652692965905215
OCNT-2328784,CYP1A2,2.0,7,0.9999995177223453,0.2656412451218798,0.16883552780264385,0.6355772339689939,0.229806872461877,0.7346844156310087,0.8278295963449942,0.8517636006167898,1.0289117523430766,0.11576027664286563,0.053767015480252894,0.6242150974357737
OCNT-2328784,CYP1A2,2.0,8,0.9999966617046376,0.20206334553480843,0.15020308032232135,0.7433464982219976,0.229806872461877,0.6536056938298865,0.803976704263381,0.8393425883699079,1.0439886926063733,0.1406892093995851,0.05765416089513168,0.6072331071149031
OCNT-0494110,CYP2C9,0.1,1,0.9999998753528665,0.22833579093980938,0.14786534267094328,0.6475784723119532,0.1707390450998344,0.8660312149718512,0.8183219874537693,0.8141285396902008,0.9948755528656679,0.13547671174997644,0.06307260209375311,0.598154042233462
OCNT-0494110,CYP2C9,0.1,2,0.9999982004469163,0.23308906487216924,0.13624494195140008,0.5845188062602574,0.1707390450998344,0.7979717929881536,0.8215262986011281,0.8269503307159332,1.0066023840308471,0.12820871666963835,0.0714637424845646,0.5827959606517442
OCNT-0494110,CYP2C9,0.1,3,0.9999999177415587,0.2464713316560516,0.17135445026671028,0.6952307561101418,0.1707390450998344,1.0036043610675933,0.8230956304745972,0.8358928895805954,1.0155477184329351,0.1552171034603686,0.06678197187529561,0.5990053221291405
OCNT-0494110,CYP2C9,0.1,4,0.9999978542124262,0.24457528791328173,0.1597368587411447,0.6531193731959628,0.1707390450998344,0.9355613922272056,0.8264395601010768,0.8189743384466227,0.990967008339314,0.1439231983388025,0.08287865242846781,0.5336390961315445
OCNT-0494110,CYP2C9,0.1,5,0.9999988417322196,0.23870696857635526,0.1391229622030284,0.5828190229751382,0.1707390450998344,0.8148280442922737,0.8172682446947311,0.8305280388738372,1.0162245312541893,0.12026722498657287,0.07048053497440036,0.598202780111467
OCNT-0494110,CYP2C9,0.1,6,0.9999956517907623,0.2388476551862417,0.14273536935545944,0.5976000444474173,0.1707390450998344,0.8359855197268986,0.8223342050350663,0.816492041837544,0.9928956339627474,0.12813051870107278,0.05569368033908139,0.6089460175898086
OCNT-0494110,CYP2C9,0.1,7,0.999996291360863,0.2329215116690457,0.16515242182872572,0.7090475269771906,0.1707390450998344,0.9672797556771969,0.8198386524093227,0.866150165237051,1.056488569661395,0.1282530031748784,0.07148849862848697,0.5305402406385733
OCNT-0494110,CYP2C9,0.1,8,0.9999993470593718,0.23639524027380354,0.17894248555246542,0.7569631492800203,0.1707390450998344,1.0480466576806395,0.8213282414966275,0.8552656230850806,1.0413201201100941,0.14408423377198556,0.06767726047027868,0.5562645359794322
OCNT-0494110,CYP2C9,0.5,1,0.9999992011472566,0.23708474064000595,0.14737505302789355,0.6216134055277336,0.1707390450998344,0.8631596419068674,0.8135231708868161,0.82905764121178,1.0190953016224846,0.11662318810114891,0.055885827025541596,0.574775262384295
OCNT-0494110,CYP2C9,0.5,2,0.999998767524684,0.25083402229663654,0.14626206273432604,0.5831029674330079,0.1707390450998344,0.8566409789208075,0.8256652868670125,0.8389702350300495,1.0161142152572777,0.1423363649663653,0.08202406651295022,0.5306952353699614
OCNT-0494110,CYP2C9,0.5,3,0.9999987369921646,0.24029870401087988,0.17057715108673507,0.7098546444054561,0.1707390450998344,0.999051804389531,0.8144900613822185,0.8232808820297873,1.0107930361147077,0.1484201973355504,0.07389355582070717,0.600761677690729
OCNT-0494110,CYP2C9,0.5,4,0.9999982922338643,0.2296534496312821,0.12869283602209738,0.560378414644844,0.1707390450998344,0.7537399307044749,0.8210341725209809,0.8435920752811178,1.0274749864440758,0.13699068403696738,0.06884210851985535,0.5777044074712383
OCNT-0494110,CYP2C9,0.5,5,0.9999983104791744,0.2487004997598276,0.14348073676902082,0.5769217870795655,0.1707390450998344,0.84035105552526,0.8264495109386022,0.8183383621012297,0.99018554826397,0.13129620320999283,0.06069454871039901,0.5859012923696441
OCNT-0494110,CYP2C9,0.5,6,0.9999986559819313,0.23871086026858948,0.17473800295456537,0.7320069256922622,0.1707390450998344,1.0234214608169603,0.8237085018212128,0.8483747816582716,1.029945399109663,0.13152088641242432,0.06754317988607376,0.5462098593767347
OCNT-0494110,CYP2C9,0.5,7,0.9999995295503327,0.24374848650754113,0.14412479352565322,0.591284875613758,0.1707390450998344,0.8441232258349617,0.8361833917274311,0.8419604964307476,1.0069088967330262,0.16341086779504332,0.09329932211505872,0.5738422648247452
OCNT-0494110,CYP2C9,0.5,8,0.9999988825189973,0.2354822555940927,0.15433483812095744,0.6553990139579293,0.1707390450998344,0.9039223455344669,0.8116374780421401,0.8219308732207102,1.012682257112375,0.13344747182401845,0.06860589247443699,0.5632640068753915
OCNT-0494110,CYP2C9,1.0,1,0.9999972416776478,0.22886150192708699,0.1420283359315195,0.6205864015380286,0.1707390450998344,0.8318445019326002,0.8097466182844718,0.8188899048628215,1.0112915403064242,0.1584025404311902,0.0881201602973556,0.5934230926877021
OCNT-0494110,CYP2C9,1.0,2,0.9999996796638443,0.26219549157096944,0.1388864442410594,0.5297056917680313,0.1707390450998344,0.8134427843370555,0.8152440109074093,0.8187281435527336,1.0042737298265414,0.14627743206048904,0.07228609066375523,0.5895615656073675
OCNT-0494110,CYP2C9,1.0,3,0.9999944199460903,0.2239923864106585,0.1696597187637883,0.7574352034124102,0.1707390450998344,0.9936785031483865,0.8039229494412864,0.8393914202254615,1.0441192415377931,0.14810648669512258,0.07337530761320325,0.5790447744654142
OCNT-0494110,CYP2C9,1.0,4,0.9999997709788092,0.24077742946704683,0.17233161543214273,0.7157299411892272,0.1707390450998344,1.0093275110644853,0.8129285649593853,0.8381693282331767,1.031049177457619,0.16446139268479662,0.08219904738783146,0.5463575221241537
OCNT-0494110,CYP2C9,1.0,5,0.9999978695654165,0.22591557265498613,0.14438401326610356,0.6391060676751311,0.1707390450998344,0.8456414476353634,0.8049302106994035,0.8373601915504877,1.0402891833602639,0.1377034145901846,0.06269663965077302,0.6091798888405531
OCNT-0494110,CYP2C9,1.0,6,0.9999983258235449,0.23301371259233133,0.14236472414299722,0.6109714426638536,0.1707390450998344,0.8338146910670248,0.8396288968526551,0.7937433214831008,0.9453501713178809,0.13370685293956613,0.06385122637048296,0.5369186392387686
OCNT-0494110,CYP2C9,1.0,7,0.9999978950280436,0.2454114737631286,0.15993020361319898,0.6516818515484886,0.1707390450998344,0.9366937920947416,0.8204829684579555,0.8506955375767112,1.0368229083115987,0.1253279831876044,0.06513938661667239,0.558549649749903
OCNT-0494110,CYP2C9,1.0,8,0.9999937037826959,0.2340783987852478,0.1411914657747876,0.6031802443433574,0.1707390450998344,0.8269430445287441,0.8268162040623972,0.817611963889258,0.9888678522168337,0.1399895953430218,0.06555215887943869,0.49636389035767914
OCNT-0494110,CYP2C9,2.0,1,0.9999959143101069,0.23290897573391336,0.13720939320582773,0.5891116594947482,0.1707390450998344,0.8036204789923639,0.829122176146523,0.7985145925243913,0.9630843505303581,0.15750486566012517,0.0845318635820316,0.5834001305201582
OCNT-0494110,CYP2C9,2.0,2,0.9999978846776668,0.2474582260517559,0.15463362829312285,0.624887807369884,0.1707390450998344,0.9056723270456714,0.8148338451842781,0.8299734406973592,1.018579978731317,0.14378159939874607,0.07303423492426848,0.603849224868063
OCNT-0494110,CYP2C9,2.0,3,0.9999944303327373,0.23232075396242813,0.14127793890932444,0.6081158764325141,0.1707390450998344,0.8274495082640091,0.8250472318475832,0.8327839213683256,1.0093772686242666,0.13506155457016725,0.07036027747332803,0.5988120377089816
OCNT-0494110,CYP2C9,2.0,4,0.999993688639997,0.2636535415536533,0.1647227165192879,0.624769595540468,0.1707390450998344,0.9647630184587912,0.8291671078358518,0.850039947916448,1.0251732610752915,0.1321505018052795,0.06425588440559436,0.6108489547527535
OCNT-0494110,CYP2C9,2.0,5,0.9999994994612451,0.22886847635422,0.14433519765157396,0.6306469110590233,0.1707390450998344,0.8453555398952736,0.8089750300453261,0.8265438922957368,1.0217174345287596,0.1485939499491152,0.07405153641757384,0.586043013197182
OCNT-0494110,CYP2C9,2.0,6,0.9999993723891271,0.2281341931065336,0.13284738561881934,0.5823212373814677,0.1707390450998344,0.778072675416106,0.790112479692572,0.8397638979993042,1.0628409493367972,0.12107981970620103,0.05386626121666356,0.6004112448160269
OCNT-0494110,CYP2C9,2.0,7,0.9999991867659582,0.2692357301766722,0.1479083952726774,0.5493639168011619,0.1707390450998344,0.8662833693733764,0.8365668490084633,0.8351346028917057,0.9982879477970527,0.11619962763535974,0.06236843080136068,0.631223476297769
OCNT-0494110,CYP2C9,2.0,8,0.9999945960146566,0.2588060759538586,0.1565000587837735,0.6047000952623507,0.1707390450998344,0.916603807244353,0.8213602201551016,0.823972071110532,1.0031799092424236,0.14566639454849944,0.07526115179779051,0.5663374973723535
